id,smiles,veber_pass,ghose_pass,egan_pass,muegge_pass,pains_flag,sa_score,tice_agro_pass,hazard_any,covalent_warhead_any,structural_alert_hits,green_chem_proxy,desirability
adriamycinol-aglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,0,1,0,0,1,3.157,0,0,0,,2.871,0.263
almecillin,C=CCSCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],1,0,1,1,0,2.132,0,0,0,,2.251,0.5197
amantocillin,CC1(C)S[C@@H]2[C@H](NC(=O)C34C[C@@H]5C[C@@H](CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,1,1,1,1,0,4.379,0,0,0,,3.015,0.5356
amdinocillinpivoxil,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,1,1,1,1,0,2.429,1,0,0,,2.152,0.4664
amicycline,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(ccc(N)c4O)C[C@H]3C[C@@H]12,0,0,0,0,0,3.563,0,0,1,acrylamide_warhead; cyp_aniline,2.863,0.3479
amrubicin,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,0,0,0,0,1,4.22,0,0,0,,3.037,0.2358
apalcillin,CC1(C)S[C@@H]2C(NC(=O)[C@H](NC(=O)c3c[nH]c4cccnc4c3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,0,0,0,0,4.154,0,0,0,cyp_pyridine_heme,3.249,0.4789
apicycline,CN(C)[C@@H]1C(=O)/C(=C(/O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,0,0,0,0,4.51,0,0,1,acrylamide_warhead,3.073,0.2829
apramycin,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N)C[C@@H]3N)O[C@@H]2[C@@H]1O,0,0,0,0,0,6.19,0,0,0,,2.697,0.3231
arbekacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0,0,0,0,0,5.165,0,0,0,,2.4,0.3092
aspoxicillin,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(O)cc1,0,0,0,0,0,3.409,0,0,0,,2.666,0.4392
astromicin,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H](C(C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,0,0,0,0,0,3.631,0,0,0,,2.026,0.4275
aztreonam,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],0,0,0,0,0,2.206,0,0,0,,2.838,0.4268
bacmecillinam,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,1,1,1,1,0,2.69,1,0,0,,2.26,0.4455
bekanamycin,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,0,0,0,0,0,5.26,0,0,0,,2.464,0.3684
benserazide,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0,0,0,0,1,1.6,0,0,0,,2.393,0.2268
bepridil,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,1,1,1,1,0,2.24,1,0,0,,1.833,0.6961
berythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,0,0,0,0,0,7.215,0,0,0,,1.923,0.4077
butikacin,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0,0,0,0,0,5.63,0,0,0,,2.408,0.3077
carbuterol,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,1,0,1,1,0,1.426,0,0,0,,1.878,0.5803
carfecillin,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1,1,1,1,0,3.675,1,0,0,,2.8,0.4729
carindacillin,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1,0,1,1,0,3.988,1,0,0,,2.964,0.4729
carubicin,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,0,0,0,0,1,4.482,0,0,0,,3.053,0.1848
carumonam,NC(=O)OCC1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,0,0,0,0,2.4,0,0,0,,3.133,0.3719
cefaclor,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,1,1,1,1,0,2.96,0,0,1,acrylamide_warhead,3.312,0.5392
cefadroxil,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1,1,0,1,0,2.925,0,0,1,acrylamide_warhead,2.73,0.5207
cefalexin,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,1,1,1,1,0,2.905,0,0,1,acrylamide_warhead,2.65,0.5432
cefaloram,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1,1,1,1,1,0,2.69,0,0,1,acrylamide_warhead,2.633,0.5325
cefaparole,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)C(N)c4ccc(O)cc4)[C@H]3SC2)s1,0,0,0,0,0,3.411,0,0,1,acrylamide_warhead,3.166,0.4719
cefatrizine,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CS[C@H]12)c1ccc(O)cc1,0,1,0,0,0,3.437,0,0,1,acrylamide_warhead,3.236,0.456
cefazaflur,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,1,0,0,1,0,2.484,0,0,1,acrylamide_warhead,4.624,0.4924
cefazedone,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,1,0,0,1,0,3.16,0,0,1,acrylamide_warhead; cyp_pyridine_heme,4.297,0.4781
cefcanel,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1,1,1,0,1,0,3.391,0,0,1,acrylamide_warhead,3.109,0.4921
cefcanel-daloxate,Cc1nnc(SCC2=C(C(=O)OCc3oc(=O)oc3C)N3C(=O)C(NC(=O)C(OC(=O)C(C)N)c4ccccc4)C3SC2)s1,0,0,0,0,0,4.186,0,0,1,acrylamide_warhead,3.363,0.3968
cefcapene,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,0,1,0,0,0,2.726,0,0,1,acrylamide_warhead,2.918,0.4764
cefdaloxime,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0,0,0,0,0,2.661,0,0,1,acrylamide_warhead,3.059,0.4287
cefdinir,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0,1,0,0,0,2.813,0,0,1,acrylamide_warhead,3.113,0.4406
cefditoren,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,0,0,0,0,0,3.244,0,0,1,acrylamide_warhead,3.262,0.4283
cefedrolor,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)c(Cl)c3)[C@H]2SC1,1,1,0,1,0,2.945,0,0,1,acrylamide_warhead,3.304,0.5175
cefetamet,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0,1,0,1,0,2.641,0,0,1,acrylamide_warhead,2.999,0.4912
cefetrizole,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3ncn[nH]3)CS[C@H]12,1,1,1,1,0,3.085,0,0,1,acrylamide_warhead; cyp_terminal_thiophene,3.236,0.5091
cefivitril,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C=C\C#N)[C@H]2SC1,0,1,0,0,0,2.65,0,0,1,acrylamide_warhead,3.028,0.4663
cefixime,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,0,0,0,0,0,2.85,0,0,1,acrylamide_warhead,3.1,0.4396
cefmenoxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0,0,0,0,0,3.11,0,0,1,acrylamide_warhead,3.445,0.3867
cefmetazole,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0,0,0,0,0,2.51,0,0,1,acrylamide_warhead,2.973,0.4128
cefminox,CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0,0,0,0,0,2.785,0,0,1,acrylamide_warhead,2.995,0.3663
cefodizime,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,0,0,0,0,0,3.22,0,0,1,acrylamide_warhead,3.298,0.3598
cefonicid,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)C(O)c3ccccc3)C(=O)N12,0,0,0,0,0,3.45,0,0,1,acrylamide_warhead,3.39,0.3753
ceforanide,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,0,0,0,0,0,3.18,0,0,1,acrylamide_warhead,3.206,0.4225
cefotetan,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0,0,0,0,0,3.126,0,0,1,acrylamide_warhead,3.454,0.3081
cefotiam,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0,0,0,0,0,2.98,0,0,1,acrylamide_warhead,3.212,0.4134
cefoxazole,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,1,0,0,1,0,3.217,0,0,1,acrylamide_warhead,3.562,0.5338
cefpiramide,Cc1cc(=O)c(C(=O)N[C@@H](C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,0,0,0,0,0,4.004,0,0,1,acrylamide_warhead; cyp_pyridine_heme,3.49,0.3747
cefpodoxime,COCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,0,0,0,0,0,2.63,0,0,1,acrylamide_warhead,2.973,0.4832
cefprozil,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1,1,0,1,0,3.007,0,0,1,acrylamide_warhead,2.678,0.5236
cefrotil,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)[C@H]2SC1,1,1,1,1,0,3.0,0,0,1,acrylamide_warhead,2.811,0.5419
cefroxadine,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3C=CCC=C3)C2SC1,1,1,1,1,0,2.775,0,0,1,acrylamide_warhead,2.63,0.5171
cefsumide,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3cccc(NS(C)(=O)=O)c3)[C@H]2SC1,0,1,0,0,0,2.956,0,0,1,acrylamide_warhead; cyp_aniline,2.859,0.5005
cefteram,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,0,0,0,0,0,3.09,0,0,1,acrylamide_warhead,3.4,0.4742
ceftezole,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,0,0,0,0,0,2.998,0,0,1,acrylamide_warhead,3.499,0.4788
ceftibuten,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,0,1,0,0,0,2.77,0,0,1,acrylamide_warhead,3.02,0.4867
ceftiofur,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1,0,0,0,0,0,3.264,0,0,1,acrylamide_warhead; cyp_terminal_furan,3.313,0.4216
ceftiolene,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C/Sc3n[nH]c(=O)c(=O)n3CC=O)CS[C@H]12)c1csc(N)n1,0,0,0,0,0,3.38,0,0,1,acrylamide_warhead,3.462,0.3118
ceftioxide,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS(=O)[C@H]12)c1csc(N)n1,0,0,0,0,0,2.97,0,0,1,acrylamide_warhead,3.052,0.4553
ceftizoxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,0,0,0,1,0,2.681,0,0,1,acrylamide_warhead,3.094,0.4892
cefuracetime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,0,1,0,1,0,2.706,0,0,1,acrylamide_warhead; cyp_terminal_furan,2.859,0.4976
cefuroxime-axetil,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,0,0,0,0,0,3.02,0,0,1,acrylamide_warhead; cyp_terminal_furan,2.866,0.3903
cefuroxime-pivoxetil,COCCCC(=O)OC(C)OC(=O)C1=C(COC(N)=O)CS[C@@H]2[C@H](NC(=O)/C(=N\OC)c3ccco3)C(=O)N12,0,0,0,0,0,3.006,0,0,1,acrylamide_warhead; cyp_terminal_furan,2.748,0.3407
cefuzonam,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,0,0,0,0,0,3.165,0,0,1,acrylamide_warhead,3.45,0.3929
cephacetrile,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@H](NC(=O)CC#N)[C@@H]2SC1,1,0,0,0,0,2.106,0,0,1,acrylamide_warhead,2.535,0.5089
cephaloglycin,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,1,1,0,1,0,2.96,0,0,1,acrylamide_warhead,2.705,0.5077
cephalosporin-c,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,0,0,0,0,0,2.335,0,0,1,acrylamide_warhead,2.436,0.4556
cephalothin,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,1,1,1,1,0,2.62,0,0,1,acrylamide_warhead; cyp_terminal_thiophene,2.754,0.5343
cetocycline,CC(=O)C1=C(O)[C@@]2(O)C(=O)c3c(c(C)c4ccc(C)c(O)c4c3O)C[C@H]2[C@@H](N)C1=O,0,1,0,0,0,3.368,0,0,1,acrylamide_warhead,2.745,0.5155
clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0,0,0,0,0,7.253,0,0,0,,1.95,0.4008
clindamycin,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,1,1,1,1,0,3.357,0,0,1,haloacetamide_warhead,2.344,0.5475
clindamycin-phosphate,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,0,0,0,1,0,3.437,0,0,1,haloacetamide_warhead,2.603,0.4261
clometocillin,COC(C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(Cl)c(Cl)c1,1,1,1,1,0,3.025,1,0,0,,3.635,0.5628
clomocycline,CN(C)[C@@H]1C(=O)/C(=C(/O)NCO)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,0,0,0,0,0,3.828,0,0,1,acrylamide_warhead,3.381,0.3007
cyclacillin,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,1,1,1,1,0,2.3,0,0,0,,2.303,0.5417
cyclosporina,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0,0,0,0,0,5.902,0,0,0,,1.48,0.3727
dactinomycin,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,0,0,0,0,0,7.815,0,0,0,cyp_aniline,3.543,0.3338
demecycline,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@H](O)[C@H]3C[C@@H]12,0,0,0,0,0,3.813,0,0,1,acrylamide_warhead,2.863,0.3851
detorubicin,CCOC(OCC)C(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0,0,0,0,1,4.592,0,0,0,,3.025,0.1783
dibekacin,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,0,0,0,0,0,4.72,0,0,0,,2.358,0.3764
dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1,1,1,1,0,3.308,1,0,0,,4.005,0.5804
dihydrostreptomycin,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3N=C(N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,0,0,0,0,0,5.514,0,0,0,,2.601,0.2898
diosmin,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,0,0,0,0,0,5.553,0,0,0,,3.175,0.3433
dipivefrin,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,1,1,1,1,0,1.405,1,0,0,,1.557,0.6007
diproleandomycin,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(=O)CC)[C@@H](C)C(=O)[C@]3(CO3)CC(C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)C[C@@H]1OC,0,0,0,0,0,8.337,0,0,1,epoxide_warhead,2.282,0.3779
dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0,0,0,0,0,2.22,0,0,0,,2.6,0.5308
dirithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,0,0,0,0,0,8.189,0,0,0,,2.247,0.355
docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,0,0,0,0,0,7.14,0,0,0,,3.129,0.3717
efrotomycin,C/C=C/C=C/C1OC(O)(C(CC)C(=O)NC/C=C/C=C(\C)C(OC)C(C)C2OC(/C=C/C=C/C=C(\C)C(=O)c3c(O)n(C)ccc3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,0,0,0,0,0,8.847,0,0,1,acrylamide_warhead; cyp_pyridine_heme,2.8,0.2571
emetine,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,1,0,1,1,0,3.747,1,0,0,,2.545,0.7261
epicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,1,1,1,1,0,2.855,0,0,0,,2.45,0.5185
eqvalan,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)CC1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,0,0,0,0,10.0,0,0,0,,3.127,0.3889
esorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3OC1CC(N)CC(C)O1,0,0,0,0,1,4.227,0,0,0,,3.013,0.209
etamocycline,CN(CCN(C)CN/C(O)=C1\C(=O)[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C1=O)CN/C(O)=C1\C(=O)[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C1=O,0,0,0,0,0,7.164,0,0,1,acrylamide_warhead,3.933,0.2584
etilefrine,CCNCC(O)c1cccc(O)c1,1,0,1,0,0,1.38,1,0,0,,1.672,0.5993
felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1,1,1,1,0,2.05,1,0,1,acrylamide_warhead,3.173,0.7189
fenbenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1,1,1,1,0,3.618,1,0,0,,2.745,0.5705
fenoxazoline,CC(C)c1ccccc1OCC1=NCCN1,1,0,1,1,0,1.466,1,0,0,,1.793,0.741
fexofenadine,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1,0,1,0,0,2.902,0,0,0,,2.28,0.4798
fibracillin,CC(C)(Oc1ccc(Cl)cc1)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1,1,0,1,1,0,3.678,0,0,0,,3.284,0.5031
flomoxef,CO[C@@]1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,0,0,0,0,0,2.49,0,0,1,acrylamide_warhead,4.556,0.3845
flurithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0,0,0,0,0,7.255,0,0,0,,2.509,0.3943
fropenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,1,0,1,1,0,2.63,0,0,1,acrylamide_warhead,2.472,0.5598
fumoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N=Cc3ccco3)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1,1,0,1,0,3.62,0,0,0,cyp_terminal_furan,2.901,0.5271
furbucillin,CC(C)CC(OC(=O)c1ccco1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1,1,1,1,0,2.935,0,0,0,cyp_terminal_furan,2.471,0.5393
fusidic-acid,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,1,0,1,0,0,4.672,0,0,1,acrylamide_warhead,2.041,0.5252
gentamicin,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0,0,0,0,0,4.76,0,0,0,,2.191,0.3861
gloximonam,CO/N=C(\C(=O)N[C@@H]1C(=O)N(OCC(=O)OCC(=O)OC(C)(C)C)[C@H]1C)c1csc(N)n1,0,1,0,0,0,2.173,0,0,0,,2.468,0.4418
